function_class,PctFire2010Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,DamDensWs,PopDen2010Ws
N_Reducer,-12.435969383743283,-12.435969383743283,-12.435969384148159,-12.43596938394954,-12.435969384102325,-12.435969383789118,-12.43596938375092,-12.435969383743283,-12.435969386271855,-12.435969429249967,-12.435969383777659,-12.435969390549806,-12.435969386737845,-12.435969383743283,-12.435969383743283,-12.43596938470964,-12.435969383892248,-12.435969383743283,-12.435969387002807
DNRA,-158.01444220251204,-158.01444220251204,-158.01444220765651,-158.01444220513284,-158.01444220707415,-158.01444220309446,-158.0144422026091,-158.01444220251204,-158.0144422346407,-158.01444278073103,-158.01444220294883,-158.0144422889974,-158.01444224056172,-158.01444220251204,-158.01444220251204,-158.01444221479085,-158.01444220440484,-158.01444220251204,-158.01444224392836
Methanotroph,-19.360106498332343,-19.360106498332343,-19.360106498962647,-19.360106498653444,-19.360106498891295,-19.3601064984037,-19.360106498344233,-19.360106498332343,-19.36010650226878,-19.36010656917638,-19.360106498385857,-19.360106508928624,-19.36010650299423,-19.360106498332343,-19.360106498332343,-19.360106499836753,-19.36010649856425,-19.360106498332343,-19.360106503406715
Aerobic,-17.90063619231132,-17.90063619231189,-17.90063619231132,-17.900636192672113,-17.900636192557545,-17.900636192405653,-17.900636192325855,-17.900636192339533,-17.90063619231161,-17.900636202688148,-17.900636192313033,-17.90063625730157,-17.90063620234218,-17.900636192337824,-17.90063619231132,-17.900636192465214,-17.900636192365752,-17.90063619231132,-17.900636192621317
Microaerophillic,-13.783806470178504,-13.783806470178943,-13.783806470178504,-13.78380647045632,-13.783806470368102,-13.783806470251141,-13.783806470189697,-13.78380647020023,-13.783806470178725,-13.783806478168845,-13.783806470179822,-13.783806520222145,-13.783806477902443,-13.783806470198911,-13.783806470178504,-13.783806470297003,-13.783806470220417,-13.783806470178504,-13.783806470417206
Light_driven,-16.833202443818607,-16.833202443819143,-16.833202443818607,-16.833202444157884,-16.83320244405015,-16.833202443907314,-16.833202443832278,-16.83320244384514,-16.833202443818877,-16.833202453576654,-16.833202443820216,-16.833202504933418,-16.833202453251317,-16.83320244384353,-16.833202443818607,-16.833202443963323,-16.833202443869794,-16.833202443818607,-16.833202444110118
N_Reducer,-13.457942407588028,-13.457942407588456,-13.457942407588028,-13.457942407859274,-13.457942407773144,-13.457942407658948,-13.457942407598956,-13.457942407609238,-13.457942407588243,-13.457942415389468,-13.457942407589314,-13.457942456448583,-13.457942415129365,-13.457942407607954,-13.457942407588028,-13.457942407703726,-13.45794240762895,-13.457942407588028,-13.457942407821086
DNRA,2.5099023716776854,2.509902371677765,2.5099023716776854,2.509902371728273,2.5099023717122093,2.5099023716909117,2.5099023716797233,2.509902371681641,2.5099023716777253,2.5099023731326513,2.509902371677925,2.5099023807901646,2.509902373084142,2.509902371681401,2.5099023716776854,2.509902371699263,2.509902371685317,2.5099023716776854,2.5099023717211506
Methanotroph,-25.4666007780537,-25.46660077805451,-25.4666007780537,-25.46660077856698,-25.466600778403993,-25.4666007781879,-25.466600778074376,-25.466600778093834,-25.466600778054104,-25.466600792816443,-25.466600778056133,-25.46660087051302,-25.466600792324243,-25.4666007780914,-25.4666007780537,-25.466600778272635,-25.466600778131134,-25.4666007780537,-25.466600778494715
Aerobic,-9.881160606750562,-9.881160606750562,-9.881160606750562,-9.881160606764636,-9.881160606750562,-9.881160606750562,-9.881160606750562,-9.881160606750562,-9.881160606750562,-9.881160652644693,-9.881160606750562,-9.881160608495692,-9.881160606750562,-9.881160606750562,-9.881160606750562,-9.881160606778709,-9.881160606750562,-9.881160606750562,-9.881160606924142
Microaerophillic,-10.274080513804655,-10.274080513804655,-10.274080513804655,-10.274080513819289,-10.274080513804655,-10.274080513804655,-10.274080513804655,-10.274080513804655,-10.274080513804655,-10.274080561523744,-10.274080513804655,-10.27408051561918,-10.274080513804655,-10.274080513804655,-10.274080513804655,-10.27408051383392,-10.274080513804655,-10.274080513804655,-10.274080513985139
Light_driven,-9.197485950191602,-9.197485950191602,-9.197485950191602,-9.197485950204701,-9.197485950191602,-9.197485950191602,-9.197485950191602,-9.197485950191602,-9.197485950191602,-9.19748599291033,-9.197485950191602,-9.197485951815986,-9.197485950191602,-9.197485950191602,-9.197485950191602,-9.1974859502178,-9.197485950191602,-9.197485950191602,-9.197485950353173
N_Reducer,-12.393292875165344,-12.393292875165344,-12.393292875165344,-12.393292875182993,-12.393292875165344,-12.393292875165344,-12.393292875165344,-12.393292875165344,-12.393292875165344,-12.393292932727345,-12.393292875165344,-12.393292877354146,-12.393292875165344,-12.393292875165344,-12.393292875165344,-12.393292875200645,-12.393292875165344,-12.393292875165344,-12.393292875383054
DNRA,-13.16340092518999,-13.16340092518999,-13.16340092518999,-13.163400925208737,-13.16340092518999,-13.16340092518999,-13.16340092518999,-13.16340092518999,-13.16340092518999,-13.163400986328844,-13.16340092518999,-13.163400927514804,-13.16340092518999,-13.16340092518999,-13.16340092518999,-13.163400925227487,-13.16340092518999,-13.16340092518999,-13.163400925421229
Methanotroph,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.36010649835992,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106588252474,-19.360106498332343,-19.36010650175157,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.36010649838749,-19.360106498332343,-19.360106498332343,-19.360106498672437
Aerobic,-9.721064621874731,-9.721064621874731,-9.721064621874731,-9.721064621942691,-9.721064621874731,-9.721064621874731,-9.721064621874731,-9.72106462195968,-9.721064621874731,-9.721064632671773,-9.721064623344352,-9.721064622316469,-9.72106465178534,-9.721064621874731,-9.721064621874731,-9.721064621874731,-9.721064626011756,-9.721064621874731,-9.721064622468905
Microaerophillic,-10.152028789216658,-10.152028789216658,-10.152028789216658,-10.15202878928763,-10.152028789216658,-10.152028789216658,-10.152028789216658,-10.152028789305374,-10.152028789216658,-10.152028800492365,-10.152028790751432,-10.15202878967798,-10.152028820453294,-10.152028789216658,-10.152028789216658,-10.152028789216658,-10.15202879353709,-10.152028789216658,-10.152028789837173
Light_driven,-9.199970225904547,-9.199970225904547,-9.199970225904547,-9.199970225968864,-9.199970225904547,-9.199970225904547,-9.199970225904547,-9.199970225984943,-9.199970225904547,-9.199970236122818,-9.19997022729539,-9.199970226322606,-9.199970254211808,-9.199970225904547,-9.199970225904547,-9.199970225904547,-9.199970229819808,-9.199970225904547,-9.19997022646687
N_Reducer,-12.225559350669034,-12.225559350669034,-12.225559350669034,-12.225559350754502,-12.225559350669034,-12.225559350669034,-12.225559350669034,-12.22555935077587,-12.225559350669034,-12.225559364247781,-12.225559352517282,-12.225559351224577,-12.225559388285687,-12.225559350669034,-12.225559350669034,-12.225559350669034,-12.225559355871905,-12.225559350669034,-12.225559351416289
DNRA,-13.130944881787126,-13.130944881787126,-13.130944881787126,-13.130944881878923,-13.130944881787126,-13.130944881787126,-13.130944881787126,-13.130944881901874,-13.130944881787126,-13.13094489637147,-13.13094488377225,-13.130944882383812,-13.130944922189547,-13.130944881787126,-13.130944881787126,-13.130944881787126,-13.130944887375305,-13.130944881787126,-13.13094488258972
Methanotroph,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.36010649846769,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498501526,-19.360106498332343,-19.360106519835323,-19.360106501259185,-19.36010649921209,-19.360106557901187,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106506571487,-19.360106498332343,-19.360106499515677
Aerobic,-20.23009304986548,-20.230093049987126,-20.23009304986548,-20.230093056616784,-20.23009305062576,-20.230093050047945,-20.230093049875617,-20.23009304986548,-20.23009306504071,-20.23009305038247,-20.23009305555239,-20.230093050281102,-20.230093049875617,-20.23009308980562,-20.230093073971485,-20.230093053413462,-20.230093050260827,-20.23009304986548,-20.23009309010846
Microaerophillic,-14.429219601271349,-14.429219601358113,-14.429219601271349,-14.42921960608675,-14.429219601813625,-14.429219601401494,-14.42921960127858,-14.429219601271349,-14.42921961209516,-14.429219601640098,-14.429219605327567,-14.429219601567793,-14.42921960127858,-14.429219629758864,-14.429219618465083,-14.429219603801966,-14.429219601553331,-14.429219601271349,-14.429219629974865
Light_driven,-40.270925238044214,-40.27092523828637,-40.270925238044214,-40.270925251483654,-40.27092523955766,-40.270925238407436,-40.27092523806439,-40.270925238044214,-40.2709252682527,-40.270925239073364,-40.27092524936483,-40.27092523887157,-40.27092523806439,-40.27092531755084,-40.2709252860307,-40.27092524510699,-40.270925238831204,-40.270925238044214,-40.27092531815369
N_Reducer,-43.60513111887292,-43.60513111913512,-43.60513111887292,-43.605131133425076,-43.60513112051168,-43.60513111926622,-43.60513111889477,-43.60513111887292,-43.6051311515825,-43.60513111998728,-43.60513113113082,-43.60513111976878,-43.60513111889477,-43.60513120496225,-43.60513117083242,-43.605131126520455,-43.60513111972507,-43.60513111887292,-43.605131205615
DNRA,34.755458110746304,34.755458110955296,34.755458110746304,34.7554581223451,34.75545811205248,34.75545811105978,34.755458110763726,34.755458110746304,34.75545813681747,34.7554581116345,34.755458120516465,34.75545811146035,34.755458110763726,34.75545817936378,34.755458152160614,34.75545811684177,34.75545811142551,34.755458110746304,34.75545817988406
Methanotroph,-21.166341366701122,-21.166341366828398,-21.166341366701122,-21.166341373764876,-21.166341367496592,-21.166341366892034,-21.16634136671173,-21.166341366701122,-21.16634138257866,-21.166341367242044,-21.166341372651225,-21.16634136713598,-21.16634136671173,-21.166341408489693,-21.166341391922753,-21.166341370413306,-21.166341367114764,-21.166341366701122,-21.16634140880655
Aerobic,-85.78611013463458,-85.78611013515042,-85.78611013463458,-85.78611016326361,-85.78611013785857,-85.78611013540834,-85.78611013467757,-85.78611013463458,-85.78611019898544,-85.7861101368269,-85.78611015875003,-85.78611013639703,-85.78611013467757,-85.78611030400154,-85.78611023685657,-85.78611014967987,-85.78611013631105,-85.78611013463458,-85.78611030528573
Microaerophillic,-26.852090073284753,-26.852090073446217,-26.852090073284753,-26.852090082245986,-26.8520900742939,-26.852090073526945,-26.852090073298207,-26.852090073284753,-26.852090093427346,-26.852090073970974,-26.852090080833182,-26.852090073836422,-26.852090073298207,-26.85209012629866,-26.852090105281473,-26.85209007799411,-26.852090073809507,-26.852090073284753,-26.852090126700627
Light_driven,-33.85316989852953,-33.8531698987331,-33.85316989852953,-33.85316990982721,-33.8531698998018,-33.85316989883487,-33.8531698985465,-33.85316989852953,-33.85316992392386,-33.85316989939467,-33.85316990804605,-33.85316989922504,-33.8531698985465,-33.85316996536562,-33.85316993886868,-33.85316990446675,-33.85316989919111,-33.85316989852953,-33.8531699658724
N_Reducer,-74.77886677867144,-74.7788667791211,-74.77886677867144,-74.77886680362707,-74.77886678148177,-74.77886677934592,-74.77886677870892,-74.77886677867144,-74.77886683476542,-74.77886678058246,-74.77886679969264,-74.77886678020775,-74.77886677870892,-74.77886692630688,-74.7788668677773,-74.77886679178627,-74.7788667801328,-74.77886677867144,-74.7788669274263
DNRA,6.615054225211582,6.6150542252513596,6.615054225211582,6.615054227419196,6.615054225460187,6.615054225271247,6.615054225214897,6.615054225211582,6.615054230173742,6.615054225380634,6.615054227071149,6.615054225347486,6.615054225214897,6.61505423827164,6.615054233094024,6.61505422637174,6.615054225340857,6.615054225211582,6.615054238370666
Methanotroph,-21.476798130403978,-21.476798130533123,-21.476798130403978,-21.47679813757134,-21.476798131211115,-21.47679813059769,-21.476798130414743,-21.476798130403978,-21.4767981465144,-21.476798130952833,-21.476798136441353,-21.476798130845214,-21.476798130414743,-21.47679817280548,-21.476798155995546,-21.47679813417061,-21.47679813082369,-21.476798130403978,-21.476798173126983
Aerobic,-46.34608000889938,-46.346080009038744,-46.34608000889938,-46.34608004388089,-46.34608004249517,-46.34608003223764,-46.3460800234375,-46.346080008943176,-46.34608010040878,-46.34608001222829,-46.34608001734113,-46.34608001017759,-46.34608001062357,-46.346080014478105,-46.34608000889938,-46.34608001395248,-46.34608000899096,-46.34608000889938,-46.34608066976381
Microaerophillic,-100.21754905649924,-100.2175490568006,-100.21754905649924,-100.21754913214235,-100.2175491291459,-100.2175491069653,-100.2175490879361,-100.21754905659395,-100.21754925437678,-100.2175490636976,-100.21754907475348,-100.21754905926322,-100.21754906022758,-100.21754906856253,-100.21754905649924,-100.21754906742595,-100.21754905669728,-100.21754905649924,-100.21755048553517
Light_driven,-70.73900587336736,-70.73900587358008,-70.73900587336736,-70.73900592676038,-70.73900592464533,-70.73900590898904,-70.73900589555721,-70.73900587343421,-70.7390060130401,-70.73900587844837,-70.73900588625219,-70.73900587531833,-70.73900587599903,-70.73900588188229,-70.73900587336736,-70.73900588108002,-70.73900587350715,-70.73900587336736,-70.73900688205877
N_Reducer,-43.797144151000786,-43.79714415113249,-43.797144151000786,-43.79714418405839,-43.79714418274888,-43.7971441730555,-43.79714416473935,-43.797144151042176,-43.79714423747737,-43.79714415414662,-43.79714415897826,-43.7971441522087,-43.797144152630146,-43.797144156272694,-43.797144151000786,-43.79714415577598,-43.79714415108734,-43.797144151000786,-43.79714477551908
DNRA,-14.299622143432256,-14.299622143475256,-14.299622143432256,-14.299622154225453,-14.299622153797902,-14.299622150633043,-14.29962214791785,-14.299622143445768,-14.29962217166657,-14.29962214445936,-14.299622146036874,-14.299622143826634,-14.299622143964235,-14.299622145153515,-14.299622143432256,-14.299622144991341,-14.299622143460512,-14.299622143432256,-14.299622347335402
Methanotroph,-19.360106498332343,-19.360106498390564,-19.360106498332343,-19.36010651294514,-19.360106512366283,-19.360106508081415,-19.360106504405344,-19.36010649835064,-19.360106536558483,-19.360106499722928,-19.36010650185871,-19.36010649886629,-19.360106499052588,-19.36010650066274,-19.360106498332343,-19.360106500443173,-19.3601064983706,-19.360106498332343,-19.360106774394648
Aerobic,-130.97155800696845,-130.97155802806842,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.97155800696845,-130.9715582140639,-130.9715584107755,-130.97155800696845,-130.97155800700543
Microaerophillic,40.32216634939329,40.32216635588934,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216634939329,40.32216641315169,40.32216647371322,40.32216634939329,40.32216634940468
Light_driven,10.67992091462559,10.679920916346164,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.67992091462559,10.679920931512946,10.67992094755356,10.67992091462559,10.679920914628608
N_Reducer,-19.48549355136918,-19.485493554508363,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.48549355136918,-19.485493582180126,-19.48549361144619,-19.48549355136918,-19.485493551374685
DNRA,-12.598477064538216,-12.598477066567876,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477064538216,-12.598477084459239,-12.598477103381411,-12.598477064538216,-12.598477064541774
Methanotroph,-19.360106498332343,-19.360106501451323,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.36010652894502,-19.360106558022764,-19.360106498332343,-19.36010649833781
Aerobic,7.1565362848543606,7.156536284871892,7.1565362848543606,7.156536286230676,7.156536284963088,7.156536284858221,7.1565362848543606,7.1565362848543606,7.156536284863688,7.156536296201844,7.156536284855164,7.156536284903739,7.156536284892158,7.156536284904703,7.156536284898269,7.156536306324367,7.156536284872696,7.1565362848543606,7.156536286304494
Microaerophillic,5.700429393638008,5.700429393651973,5.700429393638008,5.700429394734291,5.7004293937246135,5.700429393641083,5.700429393638008,5.700429393638008,5.700429393645439,5.700429402676673,5.7004293936386485,5.70042939367734,5.700429393668115,5.7004293936781085,5.700429393672984,5.700429410739613,5.700429393652613,5.700429393638008,5.7004293947930895
Light_driven,11.730887971001193,11.730887971029931,11.730887971001193,11.730887973257229,11.730887971179417,11.73088797100752,11.730887971001193,11.730887971001193,11.730887971016482,11.73088798960182,11.73088797100251,11.730887971082133,11.730887971063149,11.730887971083714,11.730887971073168,11.730888006194508,11.730887971031247,11.730887971001193,11.730887973378229
N_Reducer,2.581163741060767,2.58116374106709,2.581163741060767,2.5811637415571655,2.581163741099982,2.5811637410621593,2.581163741060767,2.581163741060767,2.5811637410641315,2.5811637451534892,2.5811637410610566,2.5811637410785764,2.5811637410743993,2.581163741078924,2.5811637410766037,2.5811637488044012,2.58116374106738,2.581163741060767,2.5811637415837896
DNRA,-17.364876359076057,-17.3648763591186,-17.364876359076057,-17.3648763624156,-17.364876359339878,-17.364876359085425,-17.364876359076057,-17.364876359076057,-17.36487635909869,-17.364876386610003,-17.364876359078007,-17.364876359195872,-17.36487635916777,-17.364876359198213,-17.364876359182603,-17.36487641117165,-17.364876359120547,-17.364876359076057,-17.364876362594714
Methanotroph,-29.66872833996686,-29.668728340039543,-29.66872833996686,-29.66872834567263,-29.668728340417612,-29.668728339982863,-29.66872833996686,-29.66872833996686,-29.668728340005533,-29.668728387009928,-29.66872833997019,-29.66872834017157,-29.668728340123554,-29.668728340175566,-29.668728340148892,-29.668728428974692,-29.668728340042875,-29.66872833996686,-29.668728345978653
Aerobic,4.781338714980993,4.781338715767654,4.781338714980993,4.781338716874452,4.78133871610078,4.781338715629915,4.781338715121268,4.7813387150278865,4.78133872185963,4.781338715780592,4.781338723097107,4.781338715082581,4.781338715114871,4.781338715451939,4.7813387150749405,4.781338716741173,4.7813387150624385,4.781338714994455,4.781338746397309
Microaerophillic,4.072567397824457,4.072567398494505,4.072567397824457,4.072567399437236,4.07256739877825,4.072567398377184,4.072567397943938,4.072567397864399,4.072567403683425,4.072567398505526,4.0725674047374625,4.072567397910985,4.072567397938489,4.072567398225591,4.072567397904478,4.072567399323712,4.072567397893829,4.072567397835923,4.0725674245837125
Light_driven,23.01785803392903,23.017858037716096,23.01785803392903,23.017858043044335,23.0178580393198,23.017858037053006,23.017858034604327,23.017858034154777,23.017858067043495,23.01785803777838,23.01785807300084,23.017858034418083,23.01785803457353,23.017858036196213,23.0178580343813,23.017858042402715,23.017858034321115,23.017858033993836,23.017858185170414
N_Reducer,4.077330401502796,4.077330402173628,4.077330401502796,4.07733040311746,4.077330402457704,4.07733040205617,4.077330401622417,4.077330401542785,4.077330407368616,4.0773304021846615,4.077330408423887,4.077330401589426,4.077330401616961,4.077330401904399,4.077330401582911,4.077330403003805,4.077330401572249,4.077330401514275,4.077330428293347
DNRA,-45.44575411925829,-45.44575412673535,-45.44575411925829,-45.44575413725527,-45.44575412990166,-45.44575412542617,-45.44575412059157,-45.445754119704,-45.445754184638474,-45.445754126858326,-45.44575419640048,-45.44575412022386,-45.44575412053077,-45.445754123734545,-45.44575412015124,-45.44575413598847,-45.44575412003241,-45.44575411938624,-45.44575441786465
Methanotroph,36.65848099461748,36.6584810006488,36.65848099461748,36.65848100913461,36.65848100320287,36.658480999592754,36.65848099569296,36.658480994977005,36.65848104735592,36.65848100074799,36.658481056843655,36.658480995396346,36.65848099564391,36.658480998228214,36.65848099533777,36.65848100811276,36.658480995241916,36.658480994720684,36.658481235486086
Aerobic,114.09602053483013,114.09602054634904,114.09602053483013,114.09602056576949,114.09602054273277,114.09602053761336,114.09602053574646,114.09602053549459,114.09602065325008,114.09602059566754,114.09602065616865,114.09602056214217,114.09602055584884,114.09602059369922,114.09602058348763,114.09602057242961,114.09602053662213,114.09602053498236,114.09602071792403
Microaerophillic,52.46077515697789,52.460775162274224,52.46077515697789,52.46077517120365,52.46077516061148,52.460775158257604,52.46077515739922,52.4607751572834,52.460775211426785,52.46077518495063,52.46077521276873,52.46077516953583,52.460775166642186,52.4607751840456,52.460775179350364,52.46077517426594,52.46077515780185,52.460775157047884,52.460775241163546
Light_driven,-555.0060417897888,-555.0060418458212,-555.0060417897888,-555.0060419402896,-555.0060418282303,-555.0060418033275,-555.0060417942462,-555.006041793021,-555.0060423658281,-555.006042085725,-555.0060423800252,-555.006041922645,-555.0060418920318,-555.0060420761504,-555.0060420264773,-555.006041972687,-555.0060417985059,-555.0060417905294,-555.0060426804266
N_Reducer,-58.94454836540217,-58.94454837135309,-58.94454836540217,-58.944548381386134,-58.94454836948485,-58.944548366840046,-58.94454836587557,-58.94454836574544,-58.94454842658055,-58.94454839683213,-58.94454842808835,-58.94454837951218,-58.944548376260904,-58.944548395815254,-58.94454839053972,-58.944548384826895,-58.94454836632796,-58.94454836548081,-58.94454845999257
DNRA,-13.910826560154687,-13.910826561559096,-13.910826560154687,-13.910826563926879,-13.910826561118194,-13.910826560494023,-13.91082656026641,-13.910826560235698,-13.910826574592695,-13.910826567572112,-13.910826574948533,-13.910826563484628,-13.91082656271733,-13.91082656733213,-13.910826566087112,-13.910826564738894,-13.910826560373172,-13.910826560173247,-13.910826582477881
Methanotroph,-20.403624635206874,-20.403624637266788,-20.403624635206874,-20.403624640739718,-20.403624636620094,-20.403624635704595,-20.403624635370743,-20.4036246353257,-20.40362465638374,-20.403624646086342,-20.403624656905667,-20.40362464009105,-20.40362463896562,-20.40362464573435,-20.403624643908227,-20.403624641930737,-20.40362463552734,-20.4036246352341,-20.40362466794929
Aerobic,-20.736991004080654,-20.736991004080654,-20.736991004080654,-20.736991006115137,-20.73699101138971,-20.736991009053824,-20.73699100521092,-20.736991004080654,-20.73699105614825,-20.736991004080654,-20.73699100845102,-20.73699100626584,-20.736991005135568,-20.736991010862255,-20.73699101560937,-20.736991004532765,-20.736991010259445,-20.736991004080654,-20.73699111926454
Microaerophillic,-27.87187557243118,-27.87187557243118,-27.87187557243118,-27.871875575165657,-27.87187558225503,-27.871875579115446,-27.87187557395033,-27.87187557243118,-27.87187564241344,-27.87187557243118,-27.871875578305236,-27.871875575368207,-27.871875573849053,-27.871875581546096,-27.871875587926528,-27.871875573038842,-27.87187558073588,-27.87187557243118,-27.87187572724587
Light_driven,-15.882067007516204,-15.882067007516204,-15.882067007516204,-15.882067009074374,-15.882067013114069,-15.88206701132506,-15.882067008381851,-15.882067007516204,-15.882067047393782,-15.882067007516204,-15.882067010863382,-15.882067009189793,-15.882067008324142,-15.8820670127101,-15.882067016345825,-15.882067007862466,-15.88206701224842,-15.882067007516204,-15.88206709573335
N_Reducer,23.644992888901054,23.644992888901054,23.644992888901054,23.644992891220834,23.644992897235074,23.644992894571626,23.64499289018982,23.644992888901054,23.644992948270218,23.644992888901054,23.644992893884286,23.64499289139267,23.6449928901039,23.644992896633653,23.644992902046468,23.644992889416564,23.64499289594631,23.644992888901054,23.64499302023747
DNRA,11.781422262766924,11.781422262766924,11.781422262766924,11.781422263922785,11.781422266919458,11.781422265592358,11.781422263409068,11.781422262766924,11.781422292348376,11.781422262766924,11.781422265249883,11.781422264008404,11.781422263366258,11.781422266619792,11.781422269316796,11.781422263023783,11.781422266277314,11.781422262766924,11.781422328206986
Methanotroph,8.745816287677819,8.745816287677819,8.745816287677819,8.745816288535861,8.74581629076041,8.745816289775252,8.745816288154508,8.745816287677819,8.745816309637302,8.745816287677819,8.745816289521018,8.74581628859942,8.745816288122729,8.745816290537956,8.745816292540049,8.745816287868497,8.745816290283722,8.745816287677819,8.745816336256569
Aerobic,-12.195542333724356,-12.195542333943854,-12.195542333882017,-12.195542334130806,-12.195542333856105,-12.195542333791373,-12.195542333734874,-12.195542335115407,-12.195542340193377,-12.195542357720566,-12.1955423349006,-12.195542352109495,-12.195542336023866,-12.195542334933613,-12.195542333724356,-12.195542335514554,-12.195542334864351,-12.19554233372548,-12.195542335477107
Microaerophillic,-12.341314972411583,-12.341314972633704,-12.341314972571128,-12.341314972822891,-12.341314972544906,-12.3413149724794,-12.341314972422227,-12.34131497381926,-12.341314978957929,-12.341314996694617,-12.341314973601886,-12.341314991016478,-12.341314974738578,-12.341314973635294,-12.341314972411583,-12.34131497422318,-12.341314973565204,-12.34131497241272,-12.341314974185284
Light_driven,-9.363559410960764,-9.363559411129291,-9.363559411081814,-9.363559411272831,-9.36355941106192,-9.363559411012218,-9.36355941096884,-9.363559412028792,-9.363559415927584,-9.363559429384702,-9.363559411863866,-9.363559425076605,-9.363559412726294,-9.363559411889213,-9.363559410960764,-9.363559412335253,-9.363559411836036,-9.363559410961628,-9.3635594123065
N_Reducer,-17.379261703574812,-17.379261703887607,-17.379261703799486,-17.379261704154025,-17.379261703762563,-17.379261703670316,-17.3792617035898,-17.37926170555713,-17.379261712793493,-17.37926173777062,-17.379261705251018,-17.379261729774562,-17.379261706851732,-17.379261705298063,-17.379261703574812,-17.379261706125934,-17.379261705199365,-17.379261703576415,-17.379261706072572
DNRA,-18.331209025061607,-18.331209025391537,-18.33120902529859,-18.331209025672546,-18.331209025259643,-18.331209025162345,-18.33120902507742,-18.331209027152507,-18.331209034785243,-18.331209061130487,-18.33120902682963,-18.331209052696448,-18.33120902851802,-18.33120902687925,-18.331209025061607,-18.331209027752468,-18.331209026775145,-18.3312090250633,-18.331209027696183
Methanotroph,-19.360106498332343,-19.360106498680793,-19.360106498582624,-19.360106498977572,-19.36010649854149,-19.360106498438732,-19.36010649834904,-19.3601065005406,-19.360106508601746,-19.3601065364257,-19.3601065001996,-19.360106527518276,-19.360106501982756,-19.36010650025201,-19.360106498332343,-19.360106501174236,-19.360106500142056,-19.36010649833413,-19.360106501114792
Aerobic,2.850636534951694,2.8506365350250658,2.850636534951694,2.8506365352593814,2.8506365350706693,2.8506365350179483,2.850636534971457,2.850636534962651,2.8506365350842118,2.8506365355917915,2.8506365349630154,2.8506365441380286,2.850636536130078,2.850636535000087,2.8506365368826407,2.8506365349729097,2.8506365349612017,2.850636534952626,2.850636536586425
